Dato for oprettelse;Dato for afslutning;Indbetalt;Rest;Total;Antal Passagerer;Betalt til klient;Klient rest;betingelser;Jnr.;Flynr.;Fly Selskab
06/08/2018 21.29;;0;2.666,56;2.666,56;1;0;1.450,00;;96410;8045;Scandinavian Airlines System
06/08/2018 21.33;;0;7.068,37;7.068,37;2;0;4.650,00;;96409;8046;Wizz Air Hungary
06/08/2018 22.32;;0;5.580,00;5.580,00;3;0;4.350,00;;98227;8047;Ryan Air Service
06/08/2018 22.55;;0;13.395,00;13.395,00;3;0;10.455,00;;;8048;Austrian Airlines
06/08/2018 23.07;;0;10.357,57;10.357,57;2;0;6.970,00;;96408;8049;KLM Royal Dutch Airlines
07/08/2018 06.18;;0;11.900,00;11.900,00;4;0;9.300,00;;98228;8050;Air Greenland
07/08/2018 07.50;;0;7.440,00;7.440,00;4;0;5.800,00;;98229;8051;Ryan Air Service
07/08/2018 07.51;;0;17.860,00;17.860,00;4;0;8.700,00;1;95024;8052;Norwegian Air Shuttle
07/08/2018 07.52;;0;11.900,00;11.900,00;4;0;9.300,00;;98230;8053;Primera Air Scandinavia A/S
07/08/2018 08.38;;0;10.732,82;10.732,82;5;0;7.250,00;;96407;8054;Air France
07/08/2018 08.49;;0;1.962,05;1.962,05;1;0;1.450,00;;97230;8055;BRUSSELS AIRLINES
07/08/2018 09.02;05/09/2018 10.58;1.863,00;0;1.863,00;1;1.450,00;0;;;8056;Scandinavian Airlines System
07/08/2018 09.20;;0;4.465,00;4.465,00;1;0;3.485,00;;;8057;Air Greenland
07/08/2018 09.26;;0;13.395,00;13.395,00;3;0;10.455,00;;98231;8058;Air France
07/08/2018 09.38;;0;4.832,31;4.832,31;2;0;2.900,00;;96406;8059;Austrian Airlines
07/08/2018 09.40;;0;13.395,00;13.395,00;3;0;10.455,00;;;8060;Lufthansa
07/08/2018 09.42;;0;7.540,00;7.540,00;4;0;5.800,00;;96945;8061;Ryan Air Service
07/08/2018 09.46;;0;10.361,51;10.361,51;2;0;6.970,00;;96404;8062;Air France
07/08/2018 09.48;;1.636,00;7.289,00;8.925,00;3;1.636,00;5.339,00;;;8063;Thomas Cook Airlines
07/08/2018 10.04;17/08/2018 09.05;0;11.160,00;11.160,00;6;0;8.700,00;;;8064;BRUSSELS AIRLINES
07/08/2018 10.06;;0;10.361,51;10.361,51;2;0;6.970,00;;96403;8065;British Airways
07/08/2018 10.07;;0;6.052,62;6.052,62;2;0;4.650,00;;96974;8066;TUI Airways
07/08/2018 10.10;;0;10.361,51;10.361,51;2;0;6.970,00;;96402;8067;British Airways
07/08/2018 10.17;;0;10.361,51;10.361,51;2;0;6.970,00;;96401;8068;Scandinavian Airlines System
07/08/2018 10.22;10/08/2018 13.08;0;17.850,00;17.850,00;6;0;13.950,00;;;8069;Eurowings Aviation GmbH
07/08/2018 10.26;;0;8.925,00;8.925,00;3;0;6.975,00;;98099;8070;Thomas Cook Airlines Scandinavia
07/08/2018 10.51;;0;4.831,49;4.831,49;2;0;2.900,00;;96400;8071;Iberia
07/08/2018 10.54;;0;11.900,00;11.900,00;4;0;9.300,00;;;8072;Thomas Cook Airlines
07/08/2018 11.04;;0;3.785,50;3.785,50;1;0;2.325,00;;96399;8073;Vueling Airlines
07/08/2018 11.11;;0;8.930,00;8.930,00;2;0;6.970,00;;;8074;Norwegian Air Shuttle
07/08/2018 11.12;;0;4.833,13;4.833,13;2;0;2.900,00;;96398;8075;Scandinavian Airlines System
07/08/2018 11.28;;0;9.030,91;9.030,91;3;0;6.975,00;;98010;8076;Golden Air
07/08/2018 11.31;;0;16.727,49;16.727,49;5;0;11.625,00;;96397;8077;Air France
07/08/2018 11.35;;0;19.723,02;19.723,02;4;0;13.940,00;;96396;8078;DAT Danish Air Transport
07/08/2018 12.11;;0;1.860,00;1.860,00;1;0;1.450,00;;98232;8079;Scandinavian Airlines System
07/08/2018 12.22;07/08/2018 12.51;0;5.580,00;5.580,00;3;0;4.350,00;;;8080;Scandinavian Airlines System
07/08/2018 12.32;10/09/2018 10.24;3.727,46;0;3.727,46;2;2.900,00;0;;;8081;Scandinavian Airlines System
07/08/2018 12.34;27/09/2018 11.18;1.864,98;0;1.864,98;1;1.450,00;0;;96395;8082;BRUSSELS AIRLINES
07/08/2018 12.43;;0;26.790,00;26.790,00;6;0;20.910,00;;98358;8083;Small Planet Airlines
07/08/2018 12.44;;0;1.860,00;1.860,00;1;0;1.450,00;;97535;8084;SmartWings
07/08/2018 12.53;;0;1.860,00;1.860,00;1;0;1.450,00;;94428;8085;Norwegian Air Shuttle
07/08/2018 12.54;;0;7.068,37;7.068,37;2;0;4.650,00;;96394;8086;Norwegian Air Shuttle
07/08/2018 13.02;;0;2.666,56;2.666,56;1;0;1.450,00;;96393;8087;Scandinavian Airlines System
07/08/2018 13.16;;0;11.900,00;11.900,00;4;0;9.300,00;;;8088;Ryan Air Service
07/08/2018 13.45;;0;9.300,00;9.300,00;5;0;7.250,00;;98038;8089;Scandinavian Airlines System
07/08/2018 14.03;;0;12.026,25;12.026,25;4;0;9.300,00;;97536;8090;Thomas Cook Airlines
07/08/2018 14.26;;0;13.336,74;13.336,74;4;0;9.300,00;;96392;8091;DAT Danish Air Transport
07/08/2018 14.28;13/09/2018 16.27;0;3.720,00;3.720,00;2;0;2.900,00;;;8092;American Airlines
07/08/2018 14.38;;0;1.960,82;1.960,82;1;0;1.450,00;;96975;8093;KLM Royal Dutch Airlines
07/08/2018 14.40;;0;8.930,00;8.930,00;2;0;6.970,00;;98359;8094;Icelandair
07/08/2018 14.50;;0;13.341,99;13.341,99;4;0;9.300,00;;96391;8095;Lufthansa
07/08/2018 14.58;;0;6.055,25;6.055,25;2;0;4.650,00;;97274;8096;Thomas Cook Airlines Scandinavia
07/08/2018 15.04;07/08/2018 16.31;0;7.440,00;7.440,00;4;0;5.800,00;;;8097;EasyJet
07/08/2018 15.05;;0;4.833,13;4.833,13;2;0;2.900,00;;96390;8098;Ryan Air Service
07/08/2018 15.10;;0;5.950,00;5.950,00;2;0;4.650,00;;94426;8099;Norwegian Air Shuttle
07/08/2018 15.17;;0;1.860,00;1.860,00;1;0;1.450,00;;98011;8100;Scandinavian Airlines System
07/08/2018 15.19;;0;8.925,00;8.925,00;3;0;6.975,00;;94440;8101;Norwegian Air Shuttle
07/08/2018 15.28;29/08/2018 11.34;1.814,79;45,21;1.860,00;1;1.450,00;0;;;8102;EasyJet
07/08/2018 15.28;;0;1.961,23;1.961,23;1;0;1.450,00;;97038;8103;KLM Royal Dutch Airlines
07/08/2018 15.35;;0;6.690,00;6.690,00;3;0;5.190,00;;98531;8104;AlMasria Universal Airlines
07/08/2018 15.44;29/08/2018 11.34;7.408,92;31,08;7.440,00;4;5.800,00;0;;;8105;EasyJet
07/08/2018 15.48;;0;7.071,00;7.071,00;2;0;4.650,00;;96389;8106;Ryan Air Service
07/08/2018 15.59;;0;8.864,61;8.864,61;4;0;5.800,00;;96388;8107;Ryan Air Service
07/08/2018 16.11;;0;9.400,00;9.400,00;5;0;7.250,00;;97039;8108;Air France
07/08/2018 16.25;;0;1.860,00;1.860,00;1;0;907,5;1;94437;8109;Norwegian Air Shuttle
07/08/2018 16.48;;0;13.395,00;13.395,00;3;0;10.455,00;;98360;8110;Swiss International Air Lines
07/08/2018 16.55;;0;12.026,25;12.026,25;4;0;9.300,00;;97537;8111;Thomas Cook Airlines Scandinavia
07/08/2018 17.27;;0;17.850,00;17.850,00;6;0;13.950,00;;97538;8112;SunExpress
07/08/2018 17.32;;0;7.069,68;7.069,68;2;0;4.650,00;;96387;8113;SunExpress
07/08/2018 18.08;;0;7.069,68;7.069,68;2;0;4.650,00;;96386;8114;Ryan Air Service
07/08/2018 18.24;;0;8.930,00;8.930,00;2;0;6.970,00;;98532;8115;Icelandair
07/08/2018 19.06;;0;6.063,12;6.063,12;2;0;4.650,00;;97539;8116;Thomas Cook Airlines
07/08/2018 19.07;;0;2.764,92;2.764,92;1;0;1.450,00;;94421;8117;EasyJet
07/08/2018 19.21;;0;11.900,00;11.900,00;4;0;9.300,00;;;8118;Thomas Cook Airlines
07/08/2018 19.51;23/08/2018 16.49;0;5.950,00;5.950,00;2;0;4.650,00;;;8119;Pegasus Airlines
07/08/2018 20.11;;0;5.580,00;5.580,00;3;0;4.350,00;;;8120;Air Dolomiti
07/08/2018 20.12;29/08/2018 11.34;7.414,09;25,91;7.440,00;4;5.800,00;0;;;8121;EasyJet
07/08/2018 20.14;;0;3.720,00;3.720,00;2;0;2.900,00;;98233;8122;Ryan Air Service
07/08/2018 20.33;;0;5.580,00;5.580,00;3;0;4.350,00;;97708;8123;Ryan Air Service
07/08/2018 20.33;;0;4.832,31;4.832,31;2;0;2.900,00;;96384;8124;Ryan Air Service
07/08/2018 20.38;12/09/2018 09.19;5.960,00;0;5.960,00;3;4.350,00;0;;;8125;Scandinavian Airlines System
07/08/2018 20.39;;0;5.950,00;5.950,00;2;0;4.650,00;;98234;8126;Ryan Air Service
07/08/2018 20.42;;0;10.354,53;10.354,53;3;0;6.975,00;;96383;8127;Ryan Air Service
07/08/2018 21.26;;0;14.988,12;14.988,12;5;0;11.625,00;;97275;8128;Thomas Cook Airlines
07/08/2018 22.37;;0;11.900,00;11.900,00;4;0;9.300,00;;98533;8129;Air Mediterranean
07/08/2018 23.00;14/09/2018 09.33;1.863,00;0;1.863,00;1;1.450,00;0;;;8130;Scandinavian Airlines System
07/08/2018 23.46;;0;1.860,00;1.860,00;1;0;1.450,00;;;8131;Adria Airways
07/08/2018 23.58;;0;10.724,61;10.724,61;5;0;7.250,00;;95750;8132;KLM Royal Dutch Airlines
08/08/2018 00.29;;0;7.068,37;7.068,37;2;0;4.650,00;;96382;8133;DAT Danish Air Transport
08/08/2018 03.08;;0;7.069,68;7.069,68;2;0;4.650,00;;96381;8134;Ryan Air Service
08/08/2018 05.21;;0;5.580,00;5.580,00;3;0;4.350,00;;;8135;Aeroflot Russian Airlines
08/08/2018 05.51;;0;8.930,00;8.930,00;2;0;6.970,00;;;8136;Finnair
08/08/2018 07.44;;0;4.831,49;4.831,49;2;0;2.900,00;;96380;8137;Norwegian Air Shuttle
08/08/2018 08.14;;0;4.465,00;4.465,00;1;0;3.485,00;;;8138;Scandinavian Airlines System
08/08/2018 08.16;;0;6.698,46;6.698,46;3;0;4.350,00;;96379;8139;Ryan Air Service
08/08/2018 08.35;;0;19.715,15;19.715,15;4;0;13.940,00;;96378;8140;AlMasria Universal Airlines
08/08/2018 08.55;;0;7.068,37;7.068,37;2;0;4.650,00;;96377;8141;DAT Danish Air Transport
08/08/2018 09.16;;0;15.239,31;15.239,31;3;0;10.455,00;;96376;8142;British Airways
08/08/2018 09.42;;0;10.359,54;10.359,54;2;0;6.970,00;;96375;8143;Emirates
08/08/2018 09.47;;0;2.666,15;2.666,15;1;0;1.450,00;;96374;8144;Ryan Air Service
08/08/2018 10.03;;0;2.665,74;2.665,74;1;0;1.450,00;;96373;8145;LOT Polish Airlines
08/08/2018 10.08;28/08/2018 09.55;3.702,63;17,37;3.720,00;2;2.900,00;0;;;8146;Lufthansa
08/08/2018 10.32;;0;8.864,61;8.864,61;4;0;5.800,00;;96372;8147;Ryan Air Service
08/08/2018 10.44;;0;20.825,00;20.825,00;7;0;16.275,00;;;8148;Ryan Air Service
08/08/2018 10.55;15/09/2018 09.57;0;4.465,00;4.465,00;1;0;3.485,00;;;8149;Air France
08/08/2018 10.59;;0;10.354,53;10.354,53;3;0;6.975,00;;96371;8150;Lufthansa
08/08/2018 11.04;;0;16.720,93;16.720,93;5;0;11.625,00;;96370;8151;Eurowings Aviation GmbH
08/08/2018 11.13;;0;11.900,00;11.900,00;4;0;9.300,00;;97612;8152;Ryan Air Service
08/08/2018 11.16;;0;11.900,00;11.900,00;4;0;9.300,00;;98534;8153;Air Mediterranean
08/08/2018 11.29;;0;7.440,00;7.440,00;4;0;5.800,00;;;8154;Ryan Air Service
08/08/2018 12.16;13/09/2018 17.18;5.968,00;0;5.968,00;2;4.650,00;0;;96369;8155;Scandinavian Airlines System
08/08/2018 12.16;;0;15.239,31;15.239,31;3;0;10.455,00;;96368;8156;Austrian Airlines
08/08/2018 12.31;;0;7.068,37;7.068,37;2;0;4.650,00;;96367;8157;DAT Danish Air Transport
08/08/2018 12.34;;0;1.860,00;1.860,00;1;0;1.450,00;;;8158;EasyJet
08/08/2018 13.13;;0;1.860,00;1.860,00;1;0;1.450,00;;;8159;Swiss International Air Lines
08/08/2018 13.27;;0;7.069,68;7.069,68;2;0;4.650,00;;96365;8160;Czech Airlines
